id,Segment,Country,Product,Units Sold,Manufacturing,Sale Price,Gross Sales,Discounts,Discount Band,Sales,COGS,Profit,Date,Month Number,Month Name
857,bi-directional,China,sed,1775,52.55,186.06,330256.5,,None,330256.5,236980.25,236980.25,8/19/2015 0:00,8,August
858,mission-critical,Sweden,odio,3999,1.81,175.172,700512.828,,None,700512.828,693274.638,693274.638,6/3/2011 0:00,6,June
859,optimal,Czech Republic,vestibulum,826,53.8,128.56,106190.56,,None,106190.56,61751.76,61751.76,7/24/2017 0:00,7,July
860,Operative,China,integer,1004,103.64,290.368,291529.472,,None,291529.472,187474.912,187474.912,8/19/2014 0:00,8,August
861,bi-directional,China,porttitor,3231,19.5,75.4,243617.4,,None,243617.4,180612.9,180612.9,9/10/2016 0:00,9,September
862,Innovative,Philippines,ullamcorper,4265,164.35,341.22,1455303.3,,None,1455303.3,754350.55,754350.55,12/11/2017 0:00,12,December
863,Fully-configurable,Philippines,tempor,2377,11.45,101.74,241835.98,,None,241835.98,214619.33,214619.33,12/24/2014 0:00,12,December
864,task-force,Philippines,proin,2287,162.84,392.408,897437.096,,None,897437.096,525022.016,525022.016,4/16/2020 0:00,4,April
865,Advanced,Cameroon,mattis,936,208.37,331.044,309857.184,,None,309857.184,114822.864,114822.864,6/24/2017 0:00,6,June
866,Graphical User Interface,South Africa,donec,388,81.97,212.364,82397.232,,None,82397.232,50592.872,50592.872,8/5/2010 0:00,8,August
867,synergy,Czech Republic,eu,1641,152.66,355.192,582870.072,,None,582870.072,332355.012,332355.012,9/4/2019 0:00,9,September
868,Profit-focused,Indonesia,neque,2654,42.34,76.808,203848.432,,None,203848.432,91478.072,91478.072,7/9/2019 0:00,7,July
869,Profound,China,posuere,3454,11.32,30.584,105637.136,,None,105637.136,66537.856,66537.856,6/14/2016 0:00,6,June
870,national,China,vestibulum,846,205.58,279.696,236622.816,,None,236622.816,62702.136,62702.136,9/22/2020 0:00,9,September
871,analyzing,France,sapien,1398,78.36,135.032,188774.736,,None,188774.736,79227.456,79227.456,3/2/2014 0:00,3,March
872,asynchronous,Thailand,dolor,2284,108.17,252.804,577404.336,,None,577404.336,330344.056,330344.056,11/16/2013 0:00,11,November
873,clear-thinking,Philippines,duis,3116,189.31,425.172,1324835.952,,None,1324835.952,734945.992,734945.992,5/28/2020 0:00,5,May
874,zero tolerance,Kuwait,quisque,4082,67.9,135.48,553029.36,,None,553029.36,275861.56,275861.56,12/21/2013 0:00,12,December
875,Programmable,China,volutpat,3258,191.64,241.968,788331.744,,None,788331.744,163968.624,163968.624,1/11/2022 0:00,1,January
876,bifurcated,Russia,volutpat,2923,223.16,447.792,1308896.016,,None,1308896.016,656599.336,656599.336,2/13/2022 0:00,2,February
877,matrix,Serbia,dictumst,3368,40.07,117.084,394338.912,,None,394338.912,259383.152,259383.152,12/5/2021 0:00,12,December
878,zero tolerance,China,lorem,2492,179.12,347.944,867076.448,,None,867076.448,420709.408,420709.408,7/29/2014 0:00,7,July
879,knowledge user,Philippines,felis,3706,169.73,216.676,803001.256,,None,803001.256,173981.876,173981.876,1/15/2021 0:00,1,January
880,Versatile,Gambia,lectus,1167,32.56,140.072,163464.024,,None,163464.024,125466.504,125466.504,1/19/2019 0:00,1,January
881,multi-state,Slovenia,est,4054,98.68,318.416,1290858.464,,None,1290858.464,890809.744,890809.744,11/13/2019 0:00,11,November
882,intranet,Nigeria,lacinia,3093,14.79,204.748,633285.564,,None,633285.564,587540.094,587540.094,1/5/2018 0:00,1,January
883,customer loyalty,Nigeria,orci,2543,109.73,184.676,469631.068,,None,469631.068,190587.678,190587.678,10/30/2015 0:00,10,October
884,interface,Philippines,sit,1697,38.76,205.512,348753.864,,None,348753.864,282978.144,282978.144,10/16/2017 0:00,10,October
885,implementation,China,elementum,1839,12.18,156.616,288016.824,,None,288016.824,265617.804,265617.804,5/5/2016 0:00,5,May
886,alliance,Indonesia,dis,3013,18.96,107.752,324656.776,,None,324656.776,267530.296,267530.296,1/3/2019 0:00,1,January
887,Quality-focused,China,nascetur,2333,65.74,262.888,613317.704,,None,613317.704,459946.284,459946.284,11/20/2014 0:00,11,November
888,success,Sweden,pellentesque,1773,50.7,177.84,315310.32,,None,315310.32,225419.22,225419.22,6/18/2021 0:00,6,June
889,Expanded,Indonesia,aliquam,2366,202.2,368.64,872202.24,,None,872202.24,393797.04,393797.04,4/27/2011 0:00,4,April
890,bottom-line,Chile,odio,683,91.16,206.392,140965.736,,None,140965.736,78703.456,78703.456,7/15/2020 0:00,7,July
891,analyzing,Japan,a,2787,249.67,367.604,1024512.348,,None,1024512.348,328682.058,328682.058,6/29/2013 0:00,6,June
892,complexity,Brazil,vel,1531,204.1,252.92,387220.52,,None,387220.52,74743.42,74743.42,1/8/2018 0:00,1,January
893,Cross-platform,Poland,elementum,1757,136.94,177.328,311565.296,,None,311565.296,70961.716,70961.716,7/20/2012 0:00,7,July
894,fresh-thinking,China,odio,78,169.08,367.896,28695.888,0.09,Discount Applied,28695.888,15507.648,15507.648,5/21/2015 0:00,5,May
895,Stand-alone,Bulgaria,enim,2491,60.38,202.456,504317.896,,None,504317.896,353911.316,353911.316,10/30/2011 0:00,10,October
896,well-modulated,Peru,ac,648,205.44,434.528,281574.144,,None,281574.144,148449.024,148449.024,8/23/2010 0:00,8,August
897,Implemented,Portugal,dui,294,42.14,57.568,16924.992,,None,16924.992,4535.832,4535.832,10/29/2014 0:00,10,October
898,process improvement,Moldova,duis,4388,171.37,390.644,1714145.872,,None,1714145.872,962174.312,962174.312,5/31/2017 0:00,5,May
899,Phased,Indonesia,augue,3485,190.65,261.78,912303.3,,None,912303.3,247888.05,247888.05,5/31/2012 0:00,5,May
900,cohesive,Ukraine,posuere,2759,137.42,295.904,816399.136,,None,816399.136,437257.356,437257.356,12/1/2012 0:00,12,December
901,moratorium,Philippines,nisl,4157,66.68,134.016,557104.512,,None,557104.512,279915.752,279915.752,10/26/2010 0:00,10,October
902,24/7,Cyprus,pede,967,80.79,233.948,226227.716,,None,226227.716,148103.786,148103.786,12/22/2018 0:00,12,December
903,Managed,Indonesia,ligula,765,33.66,57.392,43904.88,,None,43904.88,18154.98,18154.98,8/20/2020 0:00,8,August
904,access,Dominican Republic,convallis,3905,6.5,62.8,245234,,None,245234,219851.5,219851.5,10/11/2014 0:00,10,October
905,executive,Egypt,enim,431,67.37,149.844,64582.764,,None,64582.764,35546.294,35546.294,3/16/2022 0:00,3,March
906,coherent,Azerbaijan,aliquam,926,104.18,160.016,148174.816,0.03,Discount Applied,148174.816,51704.136,51704.136,3/20/2018 0:00,3,March
907,zero administration,Philippines,id,4427,149.29,335.148,1483700.196,,None,1483700.196,822793.366,822793.366,6/29/2012 0:00,6,June
908,Intuitive,Malaysia,sit,1721,230.04,315.048,542197.608,,None,542197.608,146298.768,146298.768,1/21/2020 0:00,1,January
909,Customizable,Czech Republic,non,2482,202.06,394.472,979079.504,,None,979079.504,477566.584,477566.584,1/1/2020 0:00,1,January
910,Intuitive,Indonesia,blandit,1634,226.91,296.292,484141.128,,None,484141.128,113370.188,113370.188,6/29/2018 0:00,6,June
911,User-centric,Sierra Leone,nunc,297,232.91,370.492,110036.124,,None,110036.124,40861.854,40861.854,11/1/2020 0:00,11,November
912,Ameliorated,Japan,justo,2425,228.15,365.78,887016.5,,None,887016.5,333752.75,333752.75,3/4/2011 0:00,3,March
913,Enhanced,China,pretium,1493,112.56,291.072,434570.496,,None,434570.496,266518.416,266518.416,7/14/2016 0:00,7,July
914,optimal,Brazil,at,199,27.83,182.396,36296.804,,None,36296.804,30758.634,30758.634,6/16/2017 0:00,6,June
915,Diverse,Estonia,magna,2595,13.12,215.744,559855.68,,None,559855.68,525809.28,525809.28,8/30/2012 0:00,8,August
916,data-warehouse,South Korea,maecenas,394,188.55,352.26,138790.44,,None,138790.44,64501.74,64501.74,5/17/2020 0:00,5,May
917,even-keeled,China,risus,1123,108.06,310.672,348884.656,,None,348884.656,227533.276,227533.276,8/8/2015 0:00,8,August
918,Visionary,Slovenia,justo,1519,12.3,138.76,210776.44,,None,210776.44,192092.74,192092.74,1/11/2018 0:00,1,January
919,intermediate,China,curae,708,42.04,111.448,78905.184,,None,78905.184,49140.864,49140.864,4/3/2015 0:00,4,April
920,fresh-thinking,Russia,volutpat,1943,103.05,167.66,325763.38,,None,325763.38,125537.23,125537.23,11/29/2021 0:00,11,November
921,local area network,China,etiam,4027,56.53,171.836,691983.572,,None,691983.572,464337.262,464337.262,7/13/2013 0:00,7,July
922,structure,Syria,orci,1350,169.03,401.836,542478.6,,None,542478.6,314288.1,314288.1,10/31/2010 0:00,10,October
923,encoding,Norway,ante,454,42.56,78.072,35444.688,,None,35444.688,16122.448,16122.448,7/30/2021 0:00,7,July
924,coherent,Indonesia,auctor,2847,22.52,58.024,165194.328,,None,165194.328,101079.888,101079.888,6/24/2021 0:00,6,June
925,reciprocal,Benin,pharetra,4065,225.3,386.36,1570553.4,0.06,Discount Applied,1570553.4,654708.9,654708.9,2/5/2013 0:00,2,February
926,budgetary management,Sweden,pede,200,25.12,154.144,30828.8,,None,30828.8,25804.8,25804.8,7/6/2012 0:00,7,July
927,Exclusive,Portugal,id,1632,31.48,39.776,64914.432,,None,64914.432,13539.072,13539.072,10/19/2010 0:00,10,October
928,Progressive,Netherlands,ridiculus,526,230.55,425.66,223897.16,,None,223897.16,102627.86,102627.86,10/20/2012 0:00,10,October
929,Assimilated,Pakistan,praesent,133,91.28,230.536,30661.288,,None,30661.288,18521.048,18521.048,12/1/2010 0:00,12,December
930,Right-sized,China,hac,3294,219.07,348.884,1149223.896,,None,1149223.896,427607.316,427607.316,9/21/2013 0:00,9,September
931,explicit,Mexico,etiam,2000,90.17,157.204,314408,,None,314408,134068,134068,7/5/2018 0:00,7,July
932,bandwidth-monitored,Luxembourg,venenatis,3629,117.91,293.492,1065082.468,,None,1065082.468,637187.078,637187.078,1/30/2016 0:00,1,January
933,asynchronous,China,et,4166,125.88,300.056,1250033.296,,None,1250033.296,725617.216,725617.216,10/23/2016 0:00,10,October
934,attitude-oriented,Vietnam,nulla,1154,70.56,107.672,124253.488,,None,124253.488,42827.248,42827.248,7/6/2016 0:00,7,July
935,website,Zambia,et,488,60.44,192.528,93953.664,,None,93953.664,64458.944,64458.944,10/15/2011 0:00,10,October
936,Profound,Cameroon,erat,616,189.13,247.956,152740.896,,None,152740.896,36236.816,36236.816,3/20/2019 0:00,3,March
937,heuristic,Palestinian Territory,in,1256,61.56,180.872,227175.232,,None,227175.232,149855.872,149855.872,5/29/2015 0:00,5,May
938,open architecture,Ukraine,in,1156,186.84,389.208,449924.448,,None,449924.448,233937.408,233937.408,8/19/2020 0:00,8,August
939,3rd generation,Indonesia,nisl,3173,45.86,92.032,292017.536,,None,292017.536,146503.756,146503.756,9/5/2012 0:00,9,September
940,data-warehouse,Armenia,euismod,2170,42.33,193.796,420537.32,,None,420537.32,328681.22,328681.22,6/1/2012 0:00,6,June
941,24/7,China,ut,1759,231.55,359.86,632993.74,,None,632993.74,225697.29,225697.29,6/25/2015 0:00,6,June
942,Total,Venezuela,vel,3829,114.99,187.988,719806.052,,None,719806.052,279509.342,279509.342,11/17/2015 0:00,11,November
943,Diverse,France,at,1408,21.43,110.716,155888.128,0.05,Discount Applied,155888.128,125714.688,125714.688,11/29/2020 0:00,11,November
944,workforce,Mongolia,ante,149,142.19,207.628,30936.572,,None,30936.572,9750.262,9750.262,4/4/2015 0:00,4,April
945,incremental,Chile,placerat,1300,83.49,121.188,157544.4,,None,157544.4,49007.4,49007.4,2/15/2020 0:00,2,February
946,Multi-lateral,Mongolia,ut,184,119.89,325.868,59959.712,,None,59959.712,37899.952,37899.952,5/28/2015 0:00,5,May
947,complexity,China,semper,1444,94.07,191.884,277080.496,,None,277080.496,141243.416,141243.416,11/22/2014 0:00,11,November
948,object-oriented,Sweden,in,3394,66.3,179.56,609426.64,,None,609426.64,384404.44,384404.44,4/9/2019 0:00,4,April
949,object-oriented,Canada,ultrices,1317,35.99,178.188,234673.596,,None,234673.596,187274.766,187274.766,11/28/2018 0:00,11,November
950,matrices,United States,placerat,2679,135.62,250.744,671743.176,,None,671743.176,308417.196,308417.196,11/16/2014 0:00,11,November
951,methodical,Poland,vel,1604,225.18,458.216,734978.464,,None,734978.464,373789.744,373789.744,4/27/2021 0:00,4,April
952,array,Kazakhstan,rhoncus,3613,153.14,264.768,956606.784,,None,956606.784,403311.964,403311.964,12/19/2015 0:00,12,December
953,paradigm,Czech Republic,velit,2563,150.13,305.156,782114.828,,None,782114.828,397331.638,397331.638,4/11/2013 0:00,4,April
954,Ergonomic,Russia,mi,2394,34.68,78.616,188206.704,,None,188206.704,105182.784,105182.784,8/4/2021 0:00,8,August
955,superstructure,China,magna,602,236.8,338.16,203572.32,,None,203572.32,61018.72,61018.72,6/28/2014 0:00,6,June
956,protocol,Philippines,cubilia,707,17.21,162.652,114994.964,0.07,Discount Applied,114994.964,102827.494,102827.494,2/27/2020 0:00,2,February
957,well-modulated,Brazil,in,965,241.29,320.548,309328.82,,None,309328.82,76483.97,76483.97,7/19/2010 0:00,7,July
958,real-time,Ghana,ut,1664,158.28,276.936,460821.504,,None,460821.504,197443.584,197443.584,12/25/2021 0:00,12,December
959,throughput,Czech Republic,rhoncus,4216,208.9,281.68,1187562.88,,None,1187562.88,306840.48,306840.48,4/25/2017 0:00,4,April
960,Reduced,Pakistan,quam,1136,65.58,263.696,299558.656,,None,299558.656,225059.776,225059.776,1/24/2014 0:00,1,January
961,Focused,China,blandit,3362,169.99,333.988,1122867.656,,None,1122867.656,551361.276,551361.276,10/10/2014 0:00,10,October
962,alliance,Egypt,quis,54,249.91,346.892,18732.168,,None,18732.168,5237.028,5237.028,11/2/2014 0:00,11,November
963,data-warehouse,Sweden,adipiscing,2139,183.69,307.428,657588.492,,None,657588.492,264675.582,264675.582,6/10/2014 0:00,6,June
964,bottom-line,Philippines,bibendum,698,9.52,50.424,35195.952,,None,35195.952,28550.992,28550.992,7/15/2011 0:00,7,July
965,24/7,France,ut,2915,51.49,231.788,675662.02,,None,675662.02,525568.67,525568.67,12/3/2015 0:00,12,December
966,Adaptive,Nicaragua,maecenas,3880,155.23,188.276,730510.88,,None,730510.88,128218.48,128218.48,7/9/2016 0:00,7,July
967,multi-state,Portugal,mollis,2716,230.32,355.384,965222.944,,None,965222.944,339673.824,339673.824,8/22/2015 0:00,8,August
968,Distributed,Russia,lacus,3527,72.7,232.24,819110.48,,None,819110.48,562697.58,562697.58,12/23/2016 0:00,12,December
969,infrastructure,Kenya,turpis,166,241.91,449.292,74582.472,,None,74582.472,34425.412,34425.412,12/21/2014 0:00,12,December
970,Assimilated,Indonesia,nec,2295,114.23,172.076,394914.42,,None,394914.42,132756.57,132756.57,1/2/2020 0:00,1,January
971,reciprocal,Philippines,vel,3419,209.42,348.304,1190851.376,,None,1190851.376,474844.396,474844.396,8/1/2014 0:00,8,August
972,neutral,Albania,nunc,922,178.31,246.972,227708.184,,None,227708.184,63306.364,63306.364,11/26/2013 0:00,11,November
973,discrete,Indonesia,sed,2188,104.39,221.268,484134.384,,None,484134.384,255729.064,255729.064,12/26/2012 0:00,12,December
974,success,China,volutpat,3634,214.14,449.968,1635183.712,,None,1635183.712,856998.952,856998.952,7/19/2021 0:00,7,July
975,asynchronous,Bosnia and Herzegovina,et,1988,195.89,434.068,862927.184,,None,862927.184,473497.864,473497.864,7/17/2021 0:00,7,July
976,forecast,Brazil,tempus,4147,244.07,411.884,1708082.948,,None,1708082.948,695924.658,695924.658,4/26/2013 0:00,4,April
977,groupware,Palestinian Territory,faucibus,1350,249.26,457.112,617101.2,,None,617101.2,280600.2,280600.2,6/6/2014 0:00,6,June
978,Sharable,United States,tortor,4385,184.04,346.848,1520928.48,,None,1520928.48,713913.08,713913.08,3/26/2011 0:00,3,March
979,Re-engineered,Spain,molestie,546,83.1,156.72,85569.12,,None,85569.12,40196.52,40196.52,6/5/2013 0:00,6,June
980,knowledge user,Japan,non,4080,137.62,214.144,873707.52,0.06,Discount Applied,873707.52,312217.92,312217.92,7/29/2014 0:00,7,July
981,motivating,Indonesia,cum,937,174.71,306.652,287332.924,0.02,Discount Applied,287332.924,123629.654,123629.654,5/12/2018 0:00,5,May
982,dedicated,Russia,diam,4363,159.93,373.916,1631395.508,,None,1631395.508,933620.918,933620.918,9/12/2013 0:00,9,September
983,incremental,Brazil,erat,3012,204.01,348.812,1050621.744,,None,1050621.744,436143.624,436143.624,3/2/2019 0:00,3,March
984,methodology,Lebanon,maecenas,2606,198.01,406.612,1059630.872,,None,1059630.872,543616.812,543616.812,9/6/2017 0:00,9,September
985,Innovative,Senegal,lacus,260,109.41,151.292,39335.92,0.03,Discount Applied,39335.92,10889.32,10889.32,5/1/2020 0:00,5,May
986,Optional,Portugal,vulputate,87,181.46,383.752,33386.424,,None,33386.424,17599.404,17599.404,10/4/2019 0:00,10,October
987,Open-source,Brazil,nulla,1373,51.54,224.848,308716.304,,None,308716.304,237951.884,237951.884,12/26/2012 0:00,12,December
988,product,Czech Republic,venenatis,2330,168.63,340.356,793029.48,,None,793029.48,400121.58,400121.58,7/6/2019 0:00,7,July
989,Extended,Czech Republic,augue,1735,206.84,377.208,654455.88,0.03,Discount Applied,654455.88,295588.48,295588.48,11/2/2021 0:00,11,November
990,encompassing,United States,tincidunt,3639,111.72,279.064,1015513.896,,None,1015513.896,608964.816,608964.816,10/17/2021 0:00,10,October
991,24 hour,Peru,urna,1978,148.21,246.852,488273.256,,None,488273.256,195113.876,195113.876,2/8/2016 0:00,2,February
992,portal,Indonesia,nam,736,120.45,228.54,168205.44,,None,168205.44,79554.24,79554.24,5/8/2017 0:00,5,May
993,responsive,China,vestibulum,1877,85.12,150.144,281820.288,,None,281820.288,122050.048,122050.048,12/24/2010 0:00,12,December
994,zero tolerance,China,non,1510,125.71,158.852,239866.52,,None,239866.52,50044.42,50044.42,12/23/2015 0:00,12,December
995,open architecture,China,cursus,2653,35.4,124.48,330245.44,,None,330245.44,236329.24,236329.24,10/13/2013 0:00,10,October
996,info-mediaries,Bulgaria,in,2836,248.6,335.32,950967.52,,None,950967.52,245937.92,245937.92,11/28/2020 0:00,11,November
997,didactic,Portugal,venenatis,2243,112.02,245.424,550486.032,,None,550486.032,299225.172,299225.172,6/26/2020 0:00,6,June
998,Seamless,China,nam,839,54.98,250.976,210568.864,,None,210568.864,164440.644,164440.644,4/3/2016 0:00,4,April
999,Ameliorated,China,sed,4264,232.97,445.564,1899884.896,,None,1899884.896,906500.816,906500.816,10/29/2010 0:00,10,October
1000,projection,China,orci,2328,79.77,119.724,278717.472,,None,278717.472,93012.912,93012.912,10/26/2020 0:00,10,October
